upi,district,sector,land_use,zoning,area_m2,distance_to_cbd_km,distance_to_paved_road_m,slope_deg,amenities_score,sale_price,price_per_m2
3/06/05/01/4416,Huye,SectorD,Mixed-use,A1,1067,6.2355568705604645,81.99067945594915,0.942868690641876,0.8329274214737603,50016615.594598964,46875.92839231393
3/08/05/01/0278,Kicukiro,SectorD,Residential,C1,1483,1.6977883889611818,271.65443242681056,13.640852880125943,0.8241704507440819,103765438.09745307,69969.95151547746
3/05/05/01/4315,Nyarugenge,SectorB,Agricultural,R1,1358,7.884047018102847,55.411675548253505,10.093854459895681,0.49468188599069995,65185222.18570551,48000.899989473866
3/07/05/01/4637,Gasabo,SectorC,Residential,A1,246,11.194664213731091,93.96173087582731,5.301138363484639,0.5128887785599154,16651236.859666659,67687.9547140921
3/03/05/01/1693,Nyarugenge,SectorC,Mixed-use,R1,1450,13.886612208594435,218.57535824820462,9.9292437971984,0.5529967011449419,132117676.99228412,91115.63930502353
3/08/05/01/3028,Kicukiro,SectorD,Agricultural,R2,1482,12.905013473353513,294.29298651094894,14.643615494048627,0.8178557546990022,60527681.902138725,40841.89062222586
3/08/05/01/0938,Nyarugenge,SectorA,Commercial,R2,309,12.451488920888151,279.3269201279711,8.176251192898352,0.7291729642589215,34638189.73729884,112097.7014152066
3/06/05/01/2476,Kicukiro,SectorC,Residential,C2,1435,13.294893439175809,49.752575172198526,11.43054826961739,0.7445588768644613,97191059.15338388,67728.96108249748
3/02/05/01/3722,Nyarugenge,SectorD,Mixed-use,R1,547,6.2081741760435785,261.0940941009267,11.014097008137997,0.21734400933356943,47210203.24373128,86307.501359655
3/09/05/01/4019,Kicukiro,SectorD,Residential,R3,854,6.143841429767735,130.5504851087415,7.231130954300101,0.32167552297650337,54186733.841447115,63450.50801106219
3/02/05/01/0482,Nyarugenge,SectorB,Commercial,C1,1414,3.962902579978057,298.7111773021706,14.716768618019035,0.7196071437659579,159440803.2739102,112758.7010423693
3/06/05/01/1696,Nyarugenge,SectorA,Commercial,R3,396,3.4809313174973533,262.54550245021034,11.14096295644979,0.7275192639242971,44793904.78560531,113115.92117577099
3/06/05/01/0436,Musanze,SectorA,Agricultural,R1,956,13.284580653162747,222.9233294643371,0.20618331017017877,0.3987010082958402,22811538.228768352,23861.441661891582
3/06/05/01/4966,Gasabo,SectorD,Agricultural,A1,705,7.7353983369111505,298.850706135096,5.758949825827148,0.8833002519137914,30614370.46921473,43424.638963425146
3/01/05/01/1201,Rubavu,SectorB,Agricultural,R2,441,1.9780668895852636,204.89529871938026,2.5923007718467845,0.4756047147152506,11715641.093465779,26566.079577019907
3/07/05/01/4577,Gasabo,SectorB,Agricultural,A1,802,12.817514939820319,202.15195012807757,2.372937563167126,0.3924703725140309,31495878.943987425,39271.669506218735
3/03/05/01/2803,Gasabo,SectorA,Agricultural,R1,250,12.855194411406659,22.066484844731963,0.09590628114029331,0.3267417195249436,9717697.885484273,38870.79154193709
3/03/05/01/0303,Nyarugenge,SectorB,Mixed-use,R3,1130,1.4356183988430076,223.0919468736081,1.595155893836619,0.4519356708903741,103828437.9849364,91883.57343799682
3/05/05/01/2695,Rubavu,SectorD,Residential,R2,1428,3.8863078248368996,297.6271293869298,11.29629591661994,0.9695774958192567,68861108.5362346,48222.06480128474
3/06/05/01/0316,Musanze,SectorB,Agricultural,A1,758,2.9253328474382156,105.54063143800475,2.4723701302014307,0.336465529245672,18256722.304032102,24085.385625372168
3/09/05/01/4809,Gasabo,SectorD,Commercial,R2,1377,2.838692479064949,292.77644302450557,1.9491449938459615,0.5558450748892068,127391335.07091208,92513.67833762678
3/01/05/01/0971,Nyarugenge,SectorD,Mixed-use,R1,1300,1.6908938917638978,172.9537164126314,5.740937869766569,0.8057512957455757,129008481.36919929,99237.29336092253
3/08/05/01/2288,Gasabo,SectorB,Mixed-use,R3,963,13.37400169039943,273.6499332758999,14.381769070875468,0.8186089216639909,78469864.74443734,81484.80243451436
3/04/05/01/3184,Rubavu,SectorC,Agricultural,R1,913,4.570832334572649,32.992306695579074,5.826950117601608,0.6701803141530298,24944383.48630371,27321.340072621806
3/09/05/01/1329,Gasabo,SectorB,Mixed-use,C1,215,8.045694612611403,193.11089361383424,4.440957610688788,0.7683397731094239,17506040.958437376,81423.44631831338
3/01/05/01/3381,Huye,SectorC,Commercial,R2,320,5.246523683327239,193.37808452989896,9.372634463966811,0.6775401085837234,17064962.222981922,53328.00694681851
3/08/05/01/0928,Gasabo,SectorA,Commercial,R1,513,1.970263084262482,139.6419647151652,9.14533591874352,0.4046980326497702,46285854.920005366,90225.83805069272
3/00/05/01/2320,Kicukiro,SectorA,Commercial,R1,930,3.177561281006822,289.2877139572121,14.201846650877386,0.46888771697648307,81604307.04525325,87746.56671532607
3/09/05/01/1529,Gasabo,SectorC,Commercial,R2,1338,2.0741832069948822,36.38457959715282,7.427573883699995,0.6873781302154838,128078502.25760327,95723.84324185595
3/08/05/01/0978,Kicukiro,SectorB,Agricultural,R1,757,5.559830962087832,144.4098766479374,13.161110180927205,0.23222504538718428,28209426.141090024,37264.7637266711
3/06/05/01/0836,Nyarugenge,SectorD,Mixed-use,C1,1161,3.812758755597314,242.51016658262614,12.751991020275552,0.43132026756332076,105508211.62728144,90877.0125988643
3/04/05/01/2724,Gasabo,SectorD,Agricultural,R2,778,13.269718840112748,41.83118613781889,7.406831553846121,0.5656202243847515,31519935.388454538,40514.05576922177
3/08/05/01/3718,Gasabo,SectorB,Residential,R3,376,13.691003871187696,49.68809111056208,5.768609196078743,0.23456229148173924,23718780.920190874,63081.86414944381
3/06/05/01/3396,Nyarugenge,SectorD,Mixed-use,A1,1229,13.422229480577139,126.80196881028064,5.158915448281168,0.6049623978128866,115128211.16170365,93676.33129512095
3/04/05/01/1764,Nyarugenge,SectorB,Residential,R3,336,6.338348959329091,253.3777440534128,13.603445874507416,0.2575115636800107,25743062.876964852,76616.2585623954
3/05/05/01/0225,Gasabo,SectorC,Commercial,R1,1198,1.9719337984453071,158.12263831793976,1.0141884538832235,0.8402852062578894,117833161.68849999,98358.23179340566
3/04/05/01/2384,Kicukiro,SectorA,Commercial,C1,658,13.995434850133059,240.10755977426484,9.139461589371216,0.2926822216030116,54669553.8896841,83084.42840377524
3/04/05/01/0934,Huye,SectorD,Agricultural,C2,863,13.242651445970994,17.812840384513052,3.9154258730377216,0.9006100310873244,21221849.6853045,24590.787584362108
3/04/05/01/0664,Gasabo,SectorD,Commercial,R1,427,13.849772363309743,36.86854246001588,3.4895495758016244,0.8002086352698525,40900770.51736465,95786.34781584228
3/09/05/01/4959,Huye,SectorD,Commercial,A1,676,12.28800364218534,202.2604651067003,11.390215533347007,0.8929019692877467,36953241.408373125,54664.558296409945
3/00/05/01/4450,Nyarugenge,SectorA,Residential,A1,293,11.39695766404303,90.21657018163987,13.251974026681392,0.5426627803205127,23304482.48816057,79537.48289474598
3/03/05/01/2103,Kicukiro,SectorD,Commercial,A1,681,4.515106336410835,152.40272190007076,11.201201587688914,0.6501334245250665,61949704.87306147,90968.72962270406
3/02/05/01/2412,Huye,SectorA,Residential,C1,1191,12.655061600452964,226.4829541098099,2.1579861421026574,0.6976476074256865,46818712.736308604,39310.42211276961
3/01/05/01/0441,Nyarugenge,SectorC,Agricultural,A1,879,7.195637207406438,196.5500857501801,14.0442093220339,0.2512050772868968,39899831.13748723,45392.29936005374
3/07/05/01/3427,Rubavu,SectorC,Agricultural,C1,712,2.9464782234572855,58.94790319480149,12.050663571568819,0.5515934931825114,19342176.695445556,27165.978504839266
3/01/05/01/1131,Nyarugenge,SectorA,Agricultural,R1,491,13.501504283867583,137.14337386127247,7.957097807966884,0.5326194508652593,23681961.144756217,48232.10009115319
3/06/05/01/0206,Huye,SectorA,Residential,C2,1382,11.338288929518571,264.1620905838976,6.062104824765495,0.461626529250591,51417211.74105665,37204.9289009093
3/07/05/01/0677,Rubavu,SectorC,Commercial,A1,244,3.6034611058038477,285.4915046753473,3.1484644437934604,0.40873486372013446,14381960.818092726,58942.46236923248
3/04/05/01/2824,Huye,SectorD,Agricultural,R1,1341,10.196754184607563,254.314390028546,1.239825926847316,0.7078570540238716,31705085.672424547,23642.867764671548
3/03/05/01/4043,Huye,SectorD,Residential,C1,1154,8.046497629435429,197.38190817535894,0.6724007123024789,0.4332975114939558,43420396.36657889,37625.99338525034
3/00/05/01/2270,Nyarugenge,SectorA,Agricultural,C1,1225,8.522989666820418,214.48271311233287,0.8431433679933326,0.7053889414587287,61424529.37759742,50142.47296130402
3/04/05/01/1184,Gasabo,SectorC,Mixed-use,C2,639,2.9825589086505904,194.6358502906427,5.729700681944189,0.9654517364727022,54853490.81655553,85842.70863310725
3/05/05/01/3335,Huye,SectorB,Agricultural,C1,868,7.215840777562851,232.84058778838354,9.380885995702721,0.4464202814415499,19487174.46204202,22450.661822629056
3/01/05/01/3541,Huye,SectorA,Mixed-use,A1,856,2.1306272591920346,60.874616543096,10.367500946711308,0.9220133699364632,41606511.37431139,48605.73758681237
3/07/05/01/2797,Huye,SectorD,Agricultural,C2,691,2.8956177481041796,134.93803963867836,10.535606101590615,0.3082475221501102,15330034.023399793,22185.28802228624
3/06/05/01/3676,Nyarugenge,SectorD,Residential,R3,374,10.07354572426808,22.376241987533504,12.268095862558898,0.6528433248688426,30451836.387727864,81422.02242707985
3/04/05/01/3474,Huye,SectorC,Mixed-use,A1,683,12.499681359840661,142.40674408809193,3.3509104507981036,0.8676391199318527,31815427.53289356,46581.88511404621
3/08/05/01/4938,Nyarugenge,SectorA,Mixed-use,R1,1287,6.9247132910491835,100.51959532620683,7.202501482510492,0.9045827822791732,129828725.82686818,100877.02084449741
3/05/05/01/3405,Kicukiro,SectorA,Mixed-use,R2,200,11.675725332225895,93.63298306495498,6.144422493598261,0.6512900123721919,15364092.341714988,76820.46170857493
3/06/05/01/4866,Rubavu,SectorA,Agricultural,C1,846,12.68982132792699,84.19789045601559,12.617072740582275,0.8463627172367798,23857918.703661725,28200.849531515043
3/05/05/01/4755,Kicukiro,SectorC,Residential,R1,270,8.94620938840855,92.83647700071766,13.950355457552273,0.7833449852003878,18596002.24686482,68874.08239579563
3/06/05/01/2126,Kicukiro,SectorA,Commercial,R3,602,1.662899682575752,62.81372313504197,8.729154622586746,0.8288923582425058,57465395.67741603,95457.46790268442
3/06/05/01/1066,Rubavu,SectorC,Residential,R1,1383,6.560616408439804,77.35739496743837,6.726117615238993,0.45642893344519647,60204519.94950497,43531.82931996021
3/07/05/01/3587,Rubavu,SectorA,Residential,R3,415,8.462385068077829,265.62829398897924,6.741626973619925,0.3197485336805106,17535190.432549544,42253.47092180613
3/02/05/01/3512,Huye,SectorC,Agricultural,C2,452,2.2097282366419453,281.9728448422656,4.66857070297102,0.610129156293838,10618548.018118655,23492.36287194393
3/05/05/01/3465,Kicukiro,SectorC,Residential,R3,1029,14.563523938400365,291.83418046224375,9.163064129499258,0.5137639286588269,66155176.01005394,64290.744421821124
3/08/05/01/1388,Gasabo,SectorD,Commercial,R3,869,7.320943147672219,281.8481226479147,1.8377871380564077,0.3696222804017832,76800372.90950151,88377.87446432855
3/04/05/01/1554,Gasabo,SectorA,Mixed-use,R1,1476,7.588285421224971,67.36305444546551,8.04943356452706,0.9663856428872797,125840157.56104103,85257.55932319853
3/05/05/01/3835,Nyarugenge,SectorA,Commercial,C1,1083,3.305589155255308,226.37710040598964,10.090322093885385,0.20960410669496535,110656965.0132467,102176.32965212068
3/01/05/01/4471,Kicukiro,SectorB,Mixed-use,R1,1416,13.469059148672628,120.21371999401298,1.1539552533148774,0.3842582036530652,101936050.38841976,71988.73615001395
3/00/05/01/0630,Kicukiro,SectorB,Residential,A1,448,4.396095725033552,31.936096750677716,4.780344059857854,0.2837407764284267,28246853.173953857,63051.01154900414
3/02/05/01/2032,Nyarugenge,SectorC,Residential,C2,1484,10.480280270614623,284.62744944812323,9.577168749198586,0.8013253417682971,123698408.13462073,83354.72246268243
3/07/05/01/2437,Rubavu,SectorB,Residential,C1,442,6.712198337975763,294.633366701759,5.693904657336598,0.7109003192819405,20341856.207876153,46022.299112841974
3/00/05/01/4800,Gasabo,SectorD,Mixed-use,R1,378,7.836891727129689,278.9847422763592,7.066632962633286,0.9972432491147112,32140574.809983782,85027.97568778778
3/02/05/01/2552,Huye,SectorC,Agricultural,A1,346,2.8141012971771158,37.9299085114945,6.887594125069508,0.7271098126135458,8378935.714884743,24216.577210649546
3/01/05/01/4651,Kicukiro,SectorA,Residential,R2,414,3.0748325387495923,26.979535717139544,12.362951048320793,0.28771832379141105,26184622.808631938,63247.88118027038
3/06/05/01/2056,Gasabo,SectorD,Agricultural,A1,282,6.462743541498633,152.0707391077315,13.134800815118789,0.2868505157622475,10827469.916474264,38395.28339175271
3/03/05/01/4113,Musanze,SectorB,Mixed-use,R1,960,9.020556063567804,265.10493591413837,7.808480942120472,0.7291776444839682,46960298.69892834,48916.97781138369
3/01/05/01/0481,Huye,SectorC,Mixed-use,R3,273,2.9380969066115203,175.75784957049981,8.542267262583808,0.8947286303531057,13062263.628343452,47847.11951774158
3/01/05/01/0381,Gasabo,SectorD,Mixed-use,R1,1182,11.925265729993725,140.1087489060536,5.970079394317542,0.4423325830665541,90174840.57265127,76290.05124589786
3/02/05/01/0462,Huye,SectorA,Commercial,C1,420,8.826829989252431,99.74283502760628,3.301669888571297,0.4804164274289295,21576128.11310008,51371.73360261924
3/09/05/01/0679,Kicukiro,SectorA,Agricultural,A1,1377,11.751579692865642,190.42708819094855,9.498948024141157,0.5602259870652206,53723667.09613786,39015.00878441384
3/01/05/01/4951,Gasabo,SectorB,Agricultural,R2,660,7.0626047707230555,31.374734953766264,14.972278320825021,0.8040683708573078,28228894.49001278,42771.05225759512
3/09/05/01/2219,Gasabo,SectorA,Agricultural,C2,822,9.852517043219498,107.46678766730508,7.248566479395218,0.8018155687562716,35184826.86821745,42803.92563043486
3/01/05/01/4911,Rubavu,SectorA,Commercial,C1,669,13.18762147261861,139.58217251336865,5.450589392701942,0.9866820917617811,42854175.90058833,64057.06412643996
3/04/05/01/4034,Rubavu,SectorD,Mixed-use,R3,889,1.6491543633911019,274.7359433063557,1.4801228499166648,0.4234187152800279,44866431.266896404,50468.42662193071
3/04/05/01/3344,Nyarugenge,SectorC,Residential,R1,786,8.94177543428562,239.14007923202718,0.9121539222071579,0.6844994689378897,64648927.77013438,82250.54423681219
3/05/05/01/2615,Gasabo,SectorC,Agricultural,A1,676,11.24458452222,57.232020550858245,6.505438755123536,0.6962702443550397,28128396.04993108,41610.05332830041
3/08/05/01/0168,Kicukiro,SectorB,Commercial,R2,715,6.9665382313036215,138.15917217725428,2.4543573178750377,0.8358476389999436,67209475.39505555,93999.26628679098
3/00/05/01/0140,Rubavu,SectorD,Residential,R2,1312,10.053308867640288,209.48668737979278,0.77393709988065,0.7359339716400315,59987854.90999555,45722.45038871612
3/03/05/01/2003,Gasabo,SectorA,Mixed-use,R1,1203,12.639471774939107,16.872827885520195,3.5388016571007554,0.49933687487326406,92109938.98605347,76566.86532506523
3/01/05/01/1891,Nyarugenge,SectorB,Commercial,A1,266,11.933064517066919,297.4947680421581,7.967981913622673,0.7462236001553044,29668560.481098067,111535.94165826341
3/07/05/01/2947,Gasabo,SectorD,Commercial,R3,728,5.2645654051931015,235.07678837805963,13.889007785596478,0.7732579668822535,69406504.20375118,95338.60467548239
3/08/05/01/0268,Musanze,SectorD,Commercial,A1,426,2.9295205882292956,200.5973913276452,0.028198252873659624,0.34269806744586384,23022300.066497203,54042.957902575596
3/00/05/01/4560,Huye,SectorC,Commercial,R3,327,13.026181905703638,139.40594785831155,12.52628240725231,0.411590847287892,16346810.046390569,49990.24479018523
3/06/05/01/3966,Kicukiro,SectorB,Agricultural,R2,312,14.40653276379696,201.34083608257575,1.5380247193154402,0.8582897474627675,12955615.691520013,41524.40926769235
3/09/05/01/3119,Huye,SectorA,Residential,C2,1127,10.70742538661437,36.66686089453339,0.7201779841378902,0.8279297235605834,45913116.47043015,40739.23378032844
3/07/05/01/3847,Kicukiro,SectorB,Agricultural,C2,831,14.716045005401012,209.98254353784927,9.020507652195047,0.5270964487628518,32582150.91104504,39208.36451389295
3/08/05/01/0088,Rubavu,SectorC,Mixed-use,C1,1497,7.263773135528365,162.12209360423182,3.637057554520945,0.4153945847595048,73882269.73240918,49353.553595463716
3/06/05/01/3596,Kicukiro,SectorB,Residential,A1,207,2.3056707707250057,54.12453956461152,4.854273638314649,0.28284235370776767,13113821.23965828,63351.793428300865
3/05/05/01/1655,Huye,SectorD,Commercial,C2,484,11.016397375037432,212.17809279317777,14.504270885007715,0.44015374744453156,24146502.812453207,49889.46862077109
3/06/05/01/4136,Rubavu,SectorA,Agricultural,R3,616,7.003592135896403,254.36836148175982,10.932255491629952,0.6636753587450148,16642401.833519544,27016.886093375884
3/03/05/01/3943,Kicukiro,SectorD,Commercial,A1,953,5.8447630881823684,154.22468119790565,2.7887554101560443,0.7457233119465319,88961654.05056776,93349.05986418443
3/04/05/01/4974,Huye,SectorC,Mixed-use,C1,334,3.387970996393702,130.48145704555066,14.40777700550173,0.27290580113543994,14163235.513961596,42404.89674838801
3/05/05/01/3135,Nyarugenge,SectorC,Residential,C2,816,4.9556080913441605,90.09037591028273,3.5144994633558166,0.3166304281764505,63720406.85763393,78088.73389415923
3/05/05/01/2235,Huye,SectorC,Commercial,A1,313,8.647471546440439,75.0692973451803,10.186916061013099,0.5931930418076181,16410906.540369002,52431.01131108307
3/04/05/01/0814,Rubavu,SectorD,Residential,R3,1364,13.685413001525962,45.63155917190355,0.8152214752298559,0.21482498687546664,56478754.325431146,41406.7113822809
3/06/05/01/3276,Kicukiro,SectorD,Agricultural,R3,440,14.847236757985486,10.980054941413716,5.898591475877913,0.854088424733795,18453919.630001824,41940.72643182233
3/00/05/01/4920,Kicukiro,SectorD,Agricultural,R1,1380,10.863278510787008,134.88369552379478,13.175814993789693,0.3101489053759534,52096758.15784595,37751.2740274246
